property_type,num_beds,size_sqft,floor_level,furnishing,lat,lng,subzone,planning_area,price,years_left,dist_from_changi_airport,dist_from_cbd,dist_from_nearest_mall,dist_from_nearest_sschool,dist_from_nearest_pschool,dist_from_nearest_comm,dist_from_nearest_mrt
condo,4,2820,unknown,unspecified,1.2987726,103.895798,mountbatten,marine parade,7665000.0,999,12.19,5.2,0.82,0.89,0.89,2.16,1.32
condo,2,635,mid,partial,1.29773195,103.8559134735316,bugis,downtown core,1824900.0,101,16.17,1.6,0.06,0.82,0.46,0.65,0.3
hdb,3,1001,unknown,unspecified,1.44022705,103.80619364806918,woodlands east,woodlands,722400.0,94,22.25,18.0,0.55,0.73,0.16,2.19,0.58
condo,4,1249,unknown,unspecified,1.3321733999999998,103.72419457835264,taman jurong,jurong west,1575000.0,93,29.54,15.13,0.54,0.21,0.97,1.17,1.38
condo,3,1163,unknown,unspecified,1.334052,103.8179689,mount pleasant,novena,2625000.0,981,19.15,6.68,2.68,1.55,1.37,3.23,1.32
hdb,4,1345,unknown,unfurnished,1.39287615,103.8887844357595,anchorvale,sengkang,732900.0,80,11.76,12.74,0.69,0.38,0.26,2.44,0.76
condo,3,883,unknown,unfurnished,1.3087662,103.8090654,ridout,tanglin,2388800.0,1001,20.68,5.46,1.55,1.08,1.34,2.13,0.98
hdb,3,1119,unknown,unspecified,1.34569245,103.6955984725468,yunnan,jurong west,524000.0,67,32.62,18.64,0.44,0.75,0.37,0.84,0.92
hdb,4,1679,unknown,unspecified,1.37188985,103.87410002652452,serangoon north,serangoon,1029000.0,69,12.83,10.05,0.73,0.41,0.16,2.29,1.78
landed,5,5000,unknown,unspecified,1.3271261,103.8413274,malcolm,novena,8190000.0,986,16.72,4.91,0.21,0.64,0.38,0.82,0.79
hdb,3,946,mid,unspecified,1.3694176,103.8604291,cheng san,ang mo kio,472500.0,55,14.31,9.5,0.7,0.95,0.7,2.4,1.21
hdb,1,495,unknown,unspecified,1.3944322,103.87536294442192,fernvale,sengkang,367500.0,92,13.23,12.5,0.32,0.5,0.18,1.5,2.26
condo,4,1765,unknown,unspecified,1.3443339,103.8786904,upper paya lebar,serangoon,3365200.0,999,12.3,7.33,0.99,0.34,0.34,1.04,0.26
hdb,2,700,unknown,unspecified,1.37271,103.9455946,pasir ris central,pasir ris,640500.0,92,5.06,14.36,0.46,0.68,0.77,1.85,0.41
condo,1,560,unknown,unfurnished,1.28301625,103.83988698554164,pearl's hill,outram,1639000.0,100,18.48,1.29,0.33,0.47,0.8,1.68,0.31
landed,6,3700,unknown,unspecified,1.3197815,103.908881,kembangan,bedok,4462500.0,961,9.79,7.52,1.65,1.17,0.75,1.72,0.47
condo,4,1765,high,unspecified,1.2773432,103.8456501,tanjong pagar,downtown core,6594000.0,93,18.2,0.97,0.03,1.37,0.66,1.44,0.09
condo,3,1152,unknown,unspecified,1.2847031,103.82980137489204,tiong bahru,bukit merah,2887500.0,95,19.41,2.41,0.33,0.83,0.42,2.61,0.35
hdb,3,1162,unknown,unspecified,1.3592162,103.95160845,tampines east,tampines,567000.0,63,4.11,13.91,0.91,0.54,0.31,0.98,0.47
condo,2,667,unknown,unspecified,1.3159611,103.836848,moulmein,novena,2058000.0,1000,17.49,3.9,0.77,0.43,0.37,0.86,0.42
hdb,3,1184,unknown,unfurnished,1.3357835,103.70426359074568,jurong west central,jurong west,619500.0,78,31.72,17.36,0.43,0.21,0.53,1.51,0.37
condo,4,1302,unknown,unspecified,1.3005809,103.89939364290174,marine parade,marine parade,3299100.0,1001,11.75,5.64,0.41,0.89,0.54,2.05,1.45
condo,5,1690,unknown,unspecified,1.39704825,103.89393329199906,anchorvale,sengkang,2612400.0,94,11.39,13.37,0.57,0.69,0.52,2.53,0.62
landed,4,4635,unknown,unspecified,1.3159638,103.92073,frankel,bedok,6825000.0,991,8.83,8.48,1.36,0.93,0.49,3.04,1.03
condo,1,560,unknown,partial,1.3027702,103.8694351,tanjong rhu,kallang,1724100.0,100,14.57,2.89,0.38,1.45,1.36,2.25,0.66
condo,2,657,unknown,unspecified,1.310429,103.80282102340084,leedon park,bukit timah,1785000.0,1002,21.31,6.16,0.84,0.88,1.22,1.48,0.74
condo,3,1259,unknown,unspecified,1.29142015,103.84426811480154,clarke quay,singapore river,3771600.0,103,17.64,1.15,0.34,0.98,1.06,0.85,0.12
condo,3,1055,unknown,unfurnished,1.3124025,103.84117158557598,moulmein,novena,2937900.0,100,17.14,3.35,0.6,0.99,0.76,0.88,0.35
condo,1,861,high,unspecified,1.30135395,103.84594565183784,mount emily,rochor,1575000.0,88,17.04,2.02,0.15,0.37,0.8,0.76,0.27
condo,2,893,unknown,unspecified,1.2937092,103.8226002,chatsworth,tanglin,1995000.0,94,19.76,3.39,0.97,0.4,0.31,2.15,0.79
condo,2,1292,unknown,unspecified,1.3095826,103.800775,leedon park,bukit timah,4110800.0,999,21.55,6.31,0.63,0.78,1.09,1.24,0.57
hdb,3,969,unknown,unspecified,1.28349635,103.82604575339413,tiong bahru station,bukit merah,945000.0,85,19.84,2.83,0.35,0.79,0.08,2.45,0.32
condo,2,721,ground,partial,1.330403,103.7949393,holland road,bukit timah,2109700.0,998,21.75,8.12,0.88,0.84,1.26,2.7,0.22
landed,5,10500,unknown,unspecified,1.3558844,103.859296,serangoon garden,serangoon,7875000.0,967,14.38,8.0,1.23,0.76,0.56,1.35,0.78
condo,2,689,unknown,partial,1.3252767,103.9326308,bedok north,bedok,1677900.0,104,7.17,10.12,0.35,0.74,0.54,3.39,1.25
condo,2,689,unknown,unspecified,1.2963944,103.89101386970906,mountbatten,marine parade,2337400.0,1001,12.78,4.61,1.4,1.02,1.44,2.42,1.36
hdb,3,1184,unknown,unspecified,1.34581915,103.70373842328422,jurong west central,jurong west,554400.0,85,31.71,17.81,0.72,0.41,0.4,1.29,0.84
landed,5,5398,unknown,partial,1.34602025,103.86719776832936,lorong chuan,serangoon,5985000.0,988,13.56,7.09,0.75,0.37,0.33,0.81,0.66
condo,4,1378,unknown,unfurnished,1.31064045,103.85214926006608,kampong java,kallang,2950500.0,103,16.03,2.95,0.41,1.28,0.25,1.42,0.4
condo,5,2142,unknown,unspecified,1.3005809,103.89939364290174,marine parade,marine parade,5145000.0,1001,11.75,5.64,0.41,0.89,0.54,2.05,1.45
landed,5,4800,unknown,unspecified,1.2487474,103.8401255,sentosa,southern islands,7917000.0,84,20.43,4.09,2.58,3.66,2.99,4.5,2.77
condo,4,2432,unknown,unspecified,1.29905165,103.83206970977436,leonie hill,river valley,5774000.0,988,18.57,2.73,0.48,1.37,1.24,2.06,0.79
condo,1,689,unknown,unspecified,1.28099045,103.85274051881804,central subzone,downtown core,1890000.0,85,17.32,0.36,0.14,1.83,1.54,0.67,0.17
landed,4,3057,unknown,partial,1.3874898,103.8570817,yio chu kang east,ang mo kio,3217100.0,100,14.99,11.47,1.37,1.46,1.38,0.86,1.49
hdb,3,1194,unknown,unspecified,1.3870525,103.7722878,fajar,bukit panjang,577500.0,79,24.28,14.41,0.41,0.53,0.37,3.89,1.49
condo,4,1399,unknown,partial,1.28301625,103.83988698554164,pearl's hill,outram,3608800.0,100,18.48,1.29,0.33,0.47,0.8,1.68,0.31
condo,4,1302,mid,unspecified,1.3005809,103.89939364290174,marine parade,marine parade,3299100.0,1001,11.75,5.64,0.41,0.89,0.54,2.05,1.45
hdb,3,1216,unknown,unspecified,1.44793305,103.83403544591988,sembawang east,sembawang,761200.0,93,19.88,18.24,0.65,1.38,1.17,4.07,0.72
hdb,3,1001,unknown,unspecified,1.3904428,103.90797575845885,rivervale,sengkang,593200.0,94,9.67,13.35,0.45,0.63,0.52,1.79,1.4
hdb,1,506,top,partial,1.44634225,103.82942938870193,sembawang east,sembawang,366400.0,94,20.24,18.12,0.38,1.14,0.96,3.64,0.36
condo,2,667,unknown,unfurnished,1.3123637,103.80327091227252,farrer court,bukit timah,1784000.0,1000,21.21,6.22,0.91,1.1,1.09,1.61,0.72
hdb,4,1345,unknown,unspecified,1.36219815,103.9604788324109,pasir ris drive,pasir ris,714000.0,72,3.16,14.9,0.7,0.51,0.37,1.97,0.93
condo,1,474,unknown,unspecified,1.3123637,103.80327091227252,farrer court,bukit timah,1365000.0,1000,21.21,6.22,0.91,1.1,1.09,1.61,0.72
landed,7,8000,unknown,unspecified,1.3602446499999998,103.86511076372146,serangoon garden,serangoon,14490000.0,932,13.73,8.57,0.56,0.63,0.3,1.28,0.96
condo,2,797,unknown,unspecified,1.3116278,103.79388546155636,holland drive,queenstown,2184400.0,102,22.24,7.1,0.18,1.32,1.23,0.71,0.29
condo,4,1184,unknown,unspecified,1.43200585,103.80079993797892,woodlands south,woodlands,1476200.0,94,22.45,17.32,0.77,0.45,0.44,1.68,0.95
hdb,2,796,unknown,unspecified,1.3195887,103.85988300933047,bendemeer,kallang,504000.0,60,14.91,4.05,0.99,0.55,0.36,1.84,0.24
condo,4,1389,unknown,partial,1.2937442,103.8466319,fort canning,museum,3773100.0,1002,17.29,1.21,0.4,0.69,0.7,0.48,0.29
condo,4,1324,unknown,fully,1.3830328,103.89206521050926,compassvale,sengkang,2659600.0,100,11.09,11.85,0.64,0.76,0.16,1.4,0.12
condo,3,1109,unknown,partial,1.3859375,103.8344656879244,tagore,ang mo kio,2678200.0,103,17.42,11.44,2.01,1.03,0.79,3.17,0.15
condo,2,624,unknown,unspecified,1.3273381,103.8515334,balestier,novena,1312500.0,997,15.6,4.8,0.56,1.05,0.81,0.69,0.74
condo,2,753,unknown,unspecified,1.29988105,103.88811428633838,mountbatten,marine parade,2270100.0,101,12.86,4.44,1.31,0.66,1.26,2.11,0.94
condo,4,1292,unknown,partial,1.3443339,103.8786904,upper paya lebar,serangoon,2940000.0,999,12.3,7.33,0.99,0.34,0.34,1.04,0.26
condo,5,1668,unknown,fully,1.4417104,103.82765897017129,sembawang springs,sembawang,2633400.0,101,20.17,17.65,0.31,0.68,0.85,3.69,0.27
condo,4,2056,unknown,unfurnished,1.29410615,103.83673469533848,institution hill,river valley,7245000.0,1002,18.29,1.99,0.53,0.87,1.44,1.53,0.73
landed,5,6855,unknown,unspecified,1.3376913,103.7860849,swiss club,bukit timah,10374000.0,856,22.63,9.4,0.82,1.97,1.1,3.48,0.37
hdb,3,1227,unknown,unspecified,1.3554955,103.9304803,tampines west,tampines,861000.0,94,6.46,11.83,1.13,0.43,0.65,1.66,1.41
condo,2,614,unknown,unfurnished,1.3123637,103.80327091227252,farrer court,bukit timah,1992900.0,1000,21.21,6.22,0.91,1.1,1.09,1.61,0.72
condo,4,1184,high,fully,1.4417104,103.82765897017129,sembawang springs,sembawang,1611500.0,101,20.17,17.65,0.31,0.68,0.85,3.69,0.27
condo,4,1302,unknown,unfurnished,1.3005809,103.89939364290174,marine parade,marine parade,3179200.0,1001,11.75,5.64,0.41,0.89,0.54,2.05,1.45
condo,1,441,unknown,partial,1.327839,103.94564371237811,bedok north,bedok,819000.0,103,5.79,11.55,1.8,0.41,0.92,2.31,0.11
condo,2,721,high,unspecified,1.271588,103.7994861,port,queenstown,1457400.0,995,23.08,5.94,0.34,2.19,1.17,1.84,0.45
landed,5,4200,unknown,unspecified,1.32951085,103.76599463220242,sunset way,clementi,13533300.0,962,24.95,10.76,1.63,1.6,0.89,2.08,1.59
condo,3,1582,unknown,partial,1.31123915,103.82815366202816,orange grove,newton,5124000.0,991,18.56,3.98,0.53,1.14,1.13,1.95,1.0
hdb,2,786,mid,partial,1.3760309,103.7710916,bangkit,bukit panjang,399000.0,65,24.28,13.55,0.83,0.78,0.34,4.88,1.01
condo,1,624,unknown,unfurnished,1.3592219,103.96359731029712,flora drive,pasir ris,840000.0,980,2.77,15.0,0.86,0.37,0.73,1.97,1.05
condo,4,1959,mid,partial,1.2915415,103.84517442690934,clarke quay,singapore river,5703600.0,103,17.54,1.09,0.3,0.97,0.97,0.76,0.14
condo,2,678,unknown,partial,1.3859375,103.8344656879244,tagore,ang mo kio,1449000.0,103,17.42,11.44,2.01,1.03,0.79,3.17,0.15
condo,2,484,unknown,unspecified,1.3159484,103.8575892,lavender,kallang,1021600.0,1003,15.28,3.61,0.53,1.0,0.66,1.64,0.44
condo,4,1744,unknown,unspecified,1.3058321,103.8382586,cairnhill,newton,6302100.0,1000,17.67,2.83,0.31,1.36,1.47,1.67,0.62
hdb,3,667,unknown,unspecified,1.33419125,103.8517126084638,boon teck,toa payoh,472500.0,50,15.44,5.56,0.43,0.84,0.57,0.43,0.5
condo,4,1249,unknown,unspecified,1.43200585,103.80079993797892,woodlands south,woodlands,1469800.0,94,22.45,17.32,0.77,0.45,0.44,1.68,0.95
hdb,3,904,unknown,fully,1.35502525,103.87003775369509,serangoon central,serangoon,514500.0,62,13.18,8.13,0.56,0.43,0.54,0.49,0.57
hdb,4,1463,unknown,unspecified,1.442815,103.7887119,midview,woodlands,879900.0,73,24.15,18.91,0.23,0.25,0.09,0.72,0.69
hdb,4,1572,unknown,unspecified,1.3252333,103.90986402281456,kembangan,bedok,1037400.0,66,9.45,7.94,1.88,0.94,0.61,1.98,0.58
hdb,2,731,unknown,unspecified,1.4451705,103.83378496086156,sembawang east,sembawang,461000.0,94,19.75,17.94,0.42,1.09,0.94,4.14,0.51
condo,3,1507,unknown,unspecified,1.30514595,103.82605268540011,tanglin,orchard,4620000.0,985,18.98,3.67,0.25,1.58,1.55,2.54,0.39
condo,4,1496,unknown,unspecified,1.3129422000000002,103.84155234754564,moulmein,novena,4414200.0,984,17.08,3.39,0.53,0.97,0.68,0.81,0.4
condo,5,1507,unknown,partial,1.316643,103.85763,lavender,kallang,3193000.0,1000,15.25,3.68,0.61,0.92,0.58,1.63,0.5
condo,3,1249,unknown,unspecified,1.31466445,103.83108413127206,nassim,tanglin,4053000.0,999,18.15,4.09,0.88,0.79,0.63,1.49,0.81
condo,4,1496,unknown,unfurnished,1.304855,103.77377633404797,dover,queenstown,3073400.0,100,24.59,8.95,0.87,0.56,1.39,0.84,0.9
condo,3,1389,high,unspecified,1.3654375,103.8296749,upper thomson,bishan,2467500.0,92,17.69,9.33,1.21,0.12,1.09,2.62,0.43
condo,4,1227,high,unfurnished,1.3136277,103.8831086,aljunied,geylang,2301100.0,1002,12.69,4.82,1.15,0.55,0.54,1.26,0.31
condo,2,624,unknown,unfurnished,1.30010805,103.84667445597408,dhoby ghaut,museum,1756600.0,100,17.01,1.87,0.2,0.24,0.66,0.6,0.14
condo,1,474,unknown,partial,1.3859375,103.8344656879244,tagore,ang mo kio,1058400.0,103,17.42,11.44,2.01,1.03,0.79,3.17,0.15
condo,4,1475,unknown,partial,1.330403,103.7949393,holland road,bukit timah,3978300.0,998,21.75,8.12,0.88,0.84,1.26,2.7,0.22
condo,2,635,unknown,partial,1.3443339,103.8786904,upper paya lebar,serangoon,1470000.0,999,12.3,7.33,0.99,0.34,0.34,1.04,0.26
condo,2,657,unknown,unfurnished,1.310429,103.80282102340084,leedon park,bukit timah,1940200.0,1002,21.31,6.16,0.84,0.88,1.22,1.48,0.74
landed,5,5000,unknown,unspecified,1.3423402,103.784489,swiss club,bukit timah,14490000.0,856,22.76,9.86,0.79,2.36,1.03,4.01,0.73
condo,5,1819,unknown,partial,1.3443339,103.8786904,upper paya lebar,serangoon,3545800.0,999,12.3,7.33,0.99,0.34,0.34,1.04,0.26
condo,2,615,unknown,unfurnished,1.2982562,103.88623159951769,mountbatten,marine parade,1624400.0,1000,13.13,4.18,1.16,0.49,1.45,2.35,0.97
hdb,3,904,unknown,unspecified,1.43943975,103.78916329138616,midview,woodlands,472500.0,66,23.96,18.54,0.42,0.15,0.3,0.42,0.4
hdb,2,732,unknown,unspecified,1.37337485,103.8530471456084,cheng san,ang mo kio,419000.0,57,15.17,9.89,0.6,0.27,0.17,2.44,0.54
hdb,4,1528,unknown,unspecified,1.42934505,103.84202991342582,yishun east,yishun,792800.0,65,18.13,16.11,0.65,0.59,0.37,3.53,0.78
landed,5,5500,unknown,unspecified,1.3602446499999998,103.86511076372146,serangoon garden,serangoon,7035000.0,932,13.73,8.57,0.56,0.63,0.3,1.28,0.96
landed,6,3800,unknown,unspecified,1.3230833,103.7712763,sunset way,clementi,4083300.0,978,24.47,9.92,1.17,1.11,0.85,2.6,1.11
condo,2,829,high,unspecified,1.3116278,103.79388546155636,holland drive,queenstown,2653100.0,102,22.24,7.1,0.18,1.32,1.23,0.71,0.29
landed,6,11000,unknown,unspecified,1.3154771,103.8197248,nassim,tanglin,34650000.0,977,19.35,4.96,1.27,1.19,1.41,2.68,0.87
condo,2,592,unknown,unspecified,1.30010805,103.84667445597408,dhoby ghaut,museum,1613800.0,100,17.01,1.87,0.2,0.24,0.66,0.6,0.14
condo,5,1475,unknown,unspecified,1.369097,103.833145230925,shangri-la,ang mo kio,3329600.0,103,17.33,9.64,1.46,0.29,0.58,2.62,0.46
hdb,3,1076,mid,unspecified,1.4435007,103.8043718,woodlands east,woodlands,525900.0,75,22.58,18.41,0.5,0.31,0.39,1.78,0.5
condo,3,1421,low,partial,1.2739587,103.84363531310518,anson,downtown core,3538500.0,103,18.58,1.41,0.43,1.54,0.46,1.86,0.37
hdb,2,732,unknown,unspecified,1.4332343,103.8015285,woodlands east,woodlands,459900.0,94,22.42,17.42,0.78,0.33,0.44,1.72,0.82
condo,3,1119,unknown,partial,1.3271094,103.7964042,coronation road,bukit timah,2849500.0,99,21.64,7.77,1.27,0.79,1.15,2.39,0.42
condo,4,1389,high,fully,1.2937442,103.8466319,fort canning,museum,3287000.0,1002,17.29,1.21,0.4,0.69,0.7,0.48,0.29
hdb,3,1001,high,partial,1.3724805999999998,103.74430928109535,keat hong,choa chu kang,588000.0,94,27.22,15.43,0.54,0.98,0.66,4.38,1.42
landed,5,9594,unknown,partial,1.3197144,103.8299065,malcolm,novena,16275000.0,967,18.14,4.63,1.44,0.23,0.59,1.5,0.43
landed,6,7650,unknown,unspecified,1.299077,103.8264692,chatsworth,tanglin,36540000.0,993,19.15,3.25,0.7,1.04,0.9,2.68,0.47
hdb,3,1000,mid,fully,1.36895025,103.8338372238754,shangri-la,ang mo kio,882000.0,95,17.25,9.6,1.39,0.22,0.58,2.56,0.41
hdb,3,1119,unknown,unspecified,1.4338503,103.79169997617284,woodlands south,woodlands,556500.0,77,23.47,17.86,0.35,0.81,0.17,0.66,0.48
hdb,2,699,unknown,unspecified,1.3123423,103.7869480999342,ghim moh,queenstown,399000.0,53,22.98,7.84,0.63,1.21,0.6,0.74,0.77
hdb,3,1021,unknown,unspecified,1.3348973,103.9150075010044,kaki bukit,bedok,588000.0,60,8.55,9.04,1.89,1.04,0.61,3.03,0.33
hdb,3,1217,unknown,unspecified,1.3786342,103.74100626251632,keat hong,choa chu kang,525000.0,67,27.64,16.15,0.28,0.42,0.13,4.31,0.83
condo,3,1152,high,partial,1.4417104,103.82765897017129,sembawang springs,sembawang,1659000.0,101,20.17,17.65,0.31,0.68,0.85,3.69,0.27
condo,1,409,high,unspecified,1.29841635,103.85717773862802,bugis,downtown core,1561400.0,101,16.01,1.72,0.17,0.95,0.6,0.81,0.28
landed,5,3000,unknown,unspecified,1.3196642,103.92376598402689,frankel,bedok,4725000.0,957,8.33,8.96,0.83,0.92,0.0,3.37,1.21
landed,5,6157,unknown,partial,1.3220706,103.80306634429073,leedon park,bukit timah,7350000.0,95,21.0,6.84,1.52,0.46,0.59,2.25,0.62
landed,6,7015,unknown,unspecified,1.3171727,103.922284,frankel,bedok,8998500.0,991,8.61,8.7,1.15,1.07,0.32,3.21,1.12
condo,3,1141,unknown,unspecified,1.2933505,103.83887866386893,institution hill,river valley,2625000.0,976,18.1,1.75,0.77,0.81,1.5,1.31,0.61
hdb,4,1398,unknown,unspecified,1.3856291,103.76273033833051,senja,bukit panjang,787500.0,78,25.31,14.97,0.38,0.43,0.38,3.54,0.69
condo,3,904,unknown,unspecified,1.29841635,103.85717773862802,bugis,downtown core,2516800.0,101,16.01,1.72,0.17,0.95,0.6,0.81,0.28
condo,1,452,mid,unspecified,1.32970335,103.90568292831622,kaki bukit,bedok,945000.0,1000,9.71,7.88,1.74,0.5,0.47,1.86,0.66
hdb,3,1292,unknown,unspecified,1.3560851,103.84347035831968,marymount,bishan,1375500.0,88,16.14,8.03,0.84,0.11,1.27,0.78,0.82
hdb,3,1270,high,unfurnished,1.3248408500000002,103.94257963774744,bedok south,bedok,724500.0,54,6.26,11.1,1.45,0.11,0.54,2.75,0.49
condo,3,1302,high,unfurnished,1.2973111,103.7659953,clementi west,clementi,2087400.0,90,25.64,9.63,0.7,0.44,1.99,1.13,1.97
condo,3,958,unknown,unspecified,1.3123637,103.80327091227252,farrer court,bukit timah,3009300.0,1000,21.21,6.22,0.91,1.1,1.09,1.61,0.72
hdb,3,989,low,unfurnished,1.3436934,103.7474474448143,bukit batok south,bukit batok,651000.0,94,26.87,13.33,0.73,0.57,0.71,1.75,0.64
condo,2,732,unknown,unspecified,1.29773195,103.8559134735316,bugis,downtown core,1869000.0,101,16.17,1.6,0.06,0.82,0.46,0.65,0.3
condo,3,1109,unknown,partial,1.2963944,103.89101386970906,mountbatten,marine parade,2822400.0,1001,12.78,4.61,1.4,1.02,1.44,2.42,1.36
condo,3,1216,unknown,unspecified,1.2818031,103.84672450852398,chinatown,outram,3150000.0,975,17.86,0.58,0.53,1.18,1.01,1.03,0.22
condo,2,829,unknown,unspecified,1.2915415,103.84517442690934,clarke quay,singapore river,2469600.0,103,17.54,1.09,0.3,0.97,0.97,0.76,0.14
condo,3,1130,unknown,unspecified,1.316643,103.85763,lavender,kallang,2248000.0,1000,15.25,3.68,0.61,0.92,0.58,1.63,0.5
condo,2,743,unknown,unspecified,1.3454601,103.76950094423792,anak bukit,bukit timah,1436400.0,101,24.41,11.38,0.84,1.93,0.93,3.13,0.86
landed,5,7700,unknown,unspecified,1.3386601,103.7716623,anak bukit,bukit timah,9135000.0,74,24.22,10.75,0.62,2.3,0.51,2.95,0.52
landed,4,5989,unknown,unspecified,1.3862854,103.9376076,pasir ris wafer fab park,pasir ris,6510000.0,954,6.49,14.83,0.99,2.33,1.17,0.96,1.96
hdb,2,678,unknown,unspecified,1.340476,103.8465359,toa payoh west,toa payoh,367500.0,47,15.91,6.28,0.97,0.45,0.32,0.89,0.03
condo,4,1302,unknown,partial,1.44002835,103.82774103667388,sembawang springs,sembawang,1890000.0,103,20.08,17.46,0.37,0.51,0.88,3.8,0.4
condo,3,936,unknown,partial,1.3306509,103.7670572,sunset way,clementi,1833300.0,1001,24.82,10.72,1.54,1.75,0.76,2.21,1.49
hdb,3,700,unknown,unspecified,1.3075287,103.79488757602144,holland drive,queenstown,483000.0,51,22.24,6.82,0.36,0.93,1.04,0.55,0.52
landed,10,8000,unknown,unspecified,1.3710692,103.8409541,kebun bahru,ang mo kio,6174000.0,974,16.48,9.71,0.57,0.42,0.28,2.38,0.49
hdb,3,1140,unknown,unspecified,1.30856785,103.79693758944347,holland drive,queenstown,1037400.0,75,21.99,6.65,0.3,0.84,1.04,0.8,0.41
hdb,3,1173,unknown,unspecified,1.45036905,103.82556813681384,admiralty,sembawang,651000.0,79,20.83,18.63,0.72,1.12,0.4,3.09,0.63
hdb,2,753,low,unspecified,1.31677585,103.86189918155178,bendemeer,kallang,698200.0,88,14.79,3.81,0.75,0.87,0.71,2.09,0.35
condo,2,592,unknown,unspecified,1.31525305,103.80335348540277,farrer court,bukit timah,1134000.0,92,21.13,6.38,1.03,0.93,0.82,1.77,0.51
condo,1,592,unknown,fully,1.3087813,103.86316466155785,lavender,kallang,1312500.0,84,14.95,3.04,0.19,1.76,0.85,2.0,0.16
condo,1,495,unknown,unspecified,1.3087662,103.8090654,ridout,tanglin,1447700.0,1000,20.68,5.46,1.55,1.08,1.34,2.13,0.98
landed,6,9600,unknown,unspecified,1.3859019,103.8761259,trafalgar,hougang,9166500.0,856,12.89,11.6,0.64,0.59,0.5,1.79,1.92
hdb,2,700,mid,unspecified,1.3412672,103.84457009497702,toa payoh west,toa payoh,378000.0,44,16.12,6.39,1.12,0.23,0.51,1.04,0.26
condo,1,463,unknown,partial,1.2739587,103.84363531310518,anson,downtown core,1247400.0,103,18.58,1.41,0.43,1.54,0.46,1.86,0.37
condo,2,667,unknown,unspecified,1.3307095,103.8683907,potong pasir,toa payoh,1752400.0,1001,13.69,5.5,0.1,0.28,0.34,2.25,0.13
hdb,3,861,high,unfurnished,1.3199674,103.76574775613032,clementi north,clementi,819000.0,91,25.13,10.34,0.58,0.64,0.47,2.22,0.54
hdb,3,1496,high,unspecified,1.30785825,103.88887287566604,aljunied,geylang,1102500.0,61,12.37,4.93,0.91,0.23,0.38,1.25,0.08
hdb,3,1108,unknown,unspecified,1.3048227,103.7690520033972,clementi woods,clementi,593200.0,60,25.11,9.46,0.36,0.28,1.27,1.26,1.22
condo,2,775,unknown,unfurnished,1.3058321,103.8382586,cairnhill,newton,2278500.0,1000,17.67,2.83,0.31,1.36,1.47,1.67,0.62
hdb,2,721,unknown,unspecified,1.3292654,103.88833,macpherson,geylang,627900.0,93,11.58,6.48,1.27,1.31,0.79,1.36,0.36
hdb,2,731,unknown,unspecified,1.33891955,103.73689033497024,yuhua east,jurong east,420000.0,59,28.07,14.13,0.73,1.13,0.27,0.6,0.61
condo,3,1291,unknown,unspecified,1.432231,103.79930106701984,woodlands south,woodlands,1344000.0,93,22.61,17.4,0.61,0.44,0.31,1.51,0.86
